ball,over,runs,innings,batsman,nonstriker_batsman,bowler,batting_team,bowling_team,run_out,match_id,final_total,wickets,last_5_over_wickets,last_5_over_runs,batteam,bowlteam,runs_tillnow,city,winner
6,3.6,1,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,2,12,2,1,1,Chennai,Mumbai Indians
5,3.5,0,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,2,12,2,1,1,Chennai,Mumbai Indians
4,3.4,0,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,2,12,2,1,1,Chennai,Mumbai Indians
3,3.3,0,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,1,1,12,2,1,1,Chennai,Mumbai Indians
2,3.2,0,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,12,2,1,1,Chennai,Mumbai Indians
1,3.1,4,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,7,2,1,5,Chennai,Mumbai Indians
1,3.1,1,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,7,2,1,6,Chennai,Mumbai Indians
6,2.6,0,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,7,2,1,6,Chennai,Mumbai Indians
5,2.5,0,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,7,2,1,6,Chennai,Mumbai Indians
4,2.4,1,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,6,2,1,7,Chennai,Mumbai Indians
3,2.3,0,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,6,2,1,7,Chennai,Mumbai Indians
2,2.2,0,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,6,2,1,7,Chennai,Mumbai Indians
1,2.1,0,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,1,0,6,2,1,7,Chennai,Mumbai Indians
6,1.6,0,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,6,2,1,7,Chennai,Mumbai Indians
5,1.5,0,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,6,2,1,7,Chennai,Mumbai Indians
4,1.4,1,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,5,2,1,8,Chennai,Mumbai Indians
3,1.3,0,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,5,2,1,8,Chennai,Mumbai Indians
2,1.2,4,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,1,2,1,12,Chennai,Mumbai Indians
1,1.1,0,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,1,2,1,12,Chennai,Mumbai Indians
6,0.6,1,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,0,2,1,13,Chennai,Mumbai Indians
5,0.5,0,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,0,2,1,13,Chennai,Mumbai Indians
4,0.4,0,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,0,2,1,13,Chennai,Mumbai Indians
3,0.3,0,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,0,2,1,13,Chennai,Mumbai Indians
2,0.2,0,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,0,2,1,13,Chennai,Mumbai Indians
1,0.1,0,1,Faf du Plessis,Shane Watson,Lasith Malinga,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,0,2,1,13,Chennai,Mumbai Indians
1,8.1,0,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,2,37,2,1,13,Chennai,Mumbai Indians
6,7.6,2,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,3,36,2,1,15,Chennai,Mumbai Indians
5,7.5,0,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,3,36,2,1,15,Chennai,Mumbai Indians
4,7.4,1,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,3,35,2,1,16,Chennai,Mumbai Indians
3,7.3,0,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,3,35,2,1,16,Chennai,Mumbai Indians
2,7.2,1,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,3,34,2,1,17,Chennai,Mumbai Indians
1,7.1,1,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,3,33,2,1,18,Chennai,Mumbai Indians
6,6.6,4,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,3,34,2,1,22,Chennai,Mumbai Indians
5,6.5,0,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,3,34,2,1,22,Chennai,Mumbai Indians
4,6.4,1,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,3,33,2,1,23,Chennai,Mumbai Indians
3,6.3,0,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,3,33,2,1,23,Chennai,Mumbai Indians
2,6.2,1,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,3,32,2,1,24,Chennai,Mumbai Indians
1,6.1,1,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,3,31,2,1,25,Chennai,Mumbai Indians
6,5.6,0,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,1,2,32,2,1,25,Chennai,Mumbai Indians
5,5.5,0,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,2,32,2,1,25,Chennai,Mumbai Indians
4,5.4,1,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,2,31,2,1,26,Chennai,Mumbai Indians
3,5.3,4,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,2,27,2,1,30,Chennai,Mumbai Indians
2,5.2,0,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,2,27,2,1,30,Chennai,Mumbai Indians
1,5.1,4,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,2,23,2,1,34,Chennai,Mumbai Indians
6,4.6,4,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,2,19,2,1,38,Chennai,Mumbai Indians
5,4.5,1,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,2,18,2,1,39,Chennai,Mumbai Indians
4,4.4,0,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,2,18,2,1,39,Chennai,Mumbai Indians
3,4.3,1,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,2,17,2,1,40,Chennai,Mumbai Indians
2,4.2,4,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,2,13,2,1,44,Chennai,Mumbai Indians
1,4.1,0,1,Shane Watson,Murali Vijay,Jasprit Bumrah,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,2,13,2,1,44,Chennai,Mumbai Indians
6,11.6,0,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,33,2,1,44,Chennai,Mumbai Indians
5,11.5,1,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,32,2,1,45,Chennai,Mumbai Indians
4,11.4,0,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,32,2,1,45,Chennai,Mumbai Indians
3,11.3,0,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,32,2,1,45,Chennai,Mumbai Indians
2,11.2,2,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,30,2,1,47,Chennai,Mumbai Indians
1,11.1,1,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,29,2,1,48,Chennai,Mumbai Indians
6,10.6,1,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,37,2,1,49,Chennai,Mumbai Indians
5,10.5,1,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,36,2,1,50,Chennai,Mumbai Indians
4,10.4,1,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,35,2,1,51,Chennai,Mumbai Indians
3,10.3,4,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,30,2,1,55,Chennai,Mumbai Indians
3,10.3,1,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,30,2,1,56,Chennai,Mumbai Indians
2,10.2,1,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,29,2,1,57,Chennai,Mumbai Indians
1,10.1,1,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,27,2,1,58,Chennai,Mumbai Indians
1,10.1,1,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,27,2,1,59,Chennai,Mumbai Indians
6,9.6,0,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,37,2,1,59,Chennai,Mumbai Indians
5,9.5,0,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,37,2,1,59,Chennai,Mumbai Indians
4,9.4,1,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,36,2,1,60,Chennai,Mumbai Indians
3,9.3,1,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,35,2,1,61,Chennai,Mumbai Indians
2,9.2,1,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,34,2,1,62,Chennai,Mumbai Indians
1,9.1,1,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,33,2,1,63,Chennai,Mumbai Indians
6,8.6,1,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,2,38,2,1,64,Chennai,Mumbai Indians
5,8.5,0,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,2,38,2,1,64,Chennai,Mumbai Indians
4,8.4,0,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,2,38,2,1,64,Chennai,Mumbai Indians
3,8.3,1,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,2,37,2,1,65,Chennai,Mumbai Indians
2,8.2,0,1,Ambati Rayudu,Murali Vijay,Krunal Pandya,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,2,37,2,1,65,Chennai,Mumbai Indians
1,16.1,1,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,35,2,1,66,Chennai,Mumbai Indians
6,15.6,1,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,45,2,1,67,Chennai,Mumbai Indians
5,15.5,0,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,45,2,1,67,Chennai,Mumbai Indians
4,15.4,2,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,43,2,1,69,Chennai,Mumbai Indians
3,15.3,1,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,42,2,1,70,Chennai,Mumbai Indians
2,15.2,0,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,42,2,1,70,Chennai,Mumbai Indians
1,15.1,1,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,41,2,1,71,Chennai,Mumbai Indians
6,14.6,1,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,44,2,1,72,Chennai,Mumbai Indians
5,14.5,1,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,43,2,1,73,Chennai,Mumbai Indians
4,14.4,1,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,42,2,1,74,Chennai,Mumbai Indians
3,14.3,4,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,38,2,1,78,Chennai,Mumbai Indians
2,14.2,0,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,38,2,1,78,Chennai,Mumbai Indians
1,14.1,1,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,37,2,1,79,Chennai,Mumbai Indians
6,13.6,6,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,33,2,1,85,Chennai,Mumbai Indians
5,13.5,0,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,33,2,1,85,Chennai,Mumbai Indians
4,13.4,1,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,32,2,1,86,Chennai,Mumbai Indians
3,13.3,2,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,30,2,1,88,Chennai,Mumbai Indians
2,13.2,6,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,24,2,1,94,Chennai,Mumbai Indians
1,13.1,0,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,24,2,1,94,Chennai,Mumbai Indians
6,12.6,1,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,28,2,1,95,Chennai,Mumbai Indians
5,12.5,0,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,28,2,1,95,Chennai,Mumbai Indians
4,12.4,0,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,28,2,1,95,Chennai,Mumbai Indians
3,12.3,1,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,27,2,1,96,Chennai,Mumbai Indians
2,12.2,1,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,26,2,1,97,Chennai,Mumbai Indians
1,12.1,0,1,Murali Vijay,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,1,0,26,2,1,97,Chennai,Mumbai Indians
6,19.6,1,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,47,2,1,98,Chennai,Mumbai Indians
5,19.5,1,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,46,2,1,99,Chennai,Mumbai Indians
4,19.4,2,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,44,2,1,101,Chennai,Mumbai Indians
3,19.3,1,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,43,2,1,102,Chennai,Mumbai Indians
2,19.2,1,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,42,2,1,103,Chennai,Mumbai Indians
1,19.1,2,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,39,2,1,105,Chennai,Mumbai Indians
1,19.1,1,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,39,2,1,106,Chennai,Mumbai Indians
6,18.6,1,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,53,2,1,107,Chennai,Mumbai Indians
5,18.5,0,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,53,2,1,107,Chennai,Mumbai Indians
4,18.4,6,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,47,2,1,113,Chennai,Mumbai Indians
3,18.3,6,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,41,2,1,119,Chennai,Mumbai Indians
2,18.2,1,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,40,2,1,120,Chennai,Mumbai Indians
1,18.1,1,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,0,39,2,1,121,Chennai,Mumbai Indians
6,17.6,1,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,41,2,1,122,Chennai,Mumbai Indians
5,17.5,0,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,41,2,1,122,Chennai,Mumbai Indians
4,17.4,1,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,40,2,1,123,Chennai,Mumbai Indians
3,17.3,1,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,39,2,1,124,Chennai,Mumbai Indians
2,17.2,1,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,38,2,1,125,Chennai,Mumbai Indians
1,17.1,4,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,34,2,1,129,Chennai,Mumbai Indians
6,16.6,0,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,38,2,1,129,Chennai,Mumbai Indians
5,16.5,0,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,38,2,1,129,Chennai,Mumbai Indians
4,16.4,0,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,38,2,1,129,Chennai,Mumbai Indians
3,16.3,1,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,37,2,1,130,Chennai,Mumbai Indians
2,16.2,1,1,MS Dhoni,Ambati Rayudu,Rahul Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,131,0,1,36,2,1,131,Chennai,Mumbai Indians
6,3.6,0,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,2,22,2,1,0,Chennai,Mumbai Indians
5,3.5,0,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,2,22,2,1,0,Chennai,Mumbai Indians
4,3.4,0,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,2,22,2,1,0,Chennai,Mumbai Indians
3,3.3,1,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,2,21,2,1,1,Chennai,Mumbai Indians
2,3.2,0,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,1,1,21,2,1,1,Chennai,Mumbai Indians
1,3.1,1,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,20,2,1,2,Chennai,Mumbai Indians
6,2.6,0,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,20,2,1,2,Chennai,Mumbai Indians
5,2.5,0,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,20,2,1,2,Chennai,Mumbai Indians
4,2.4,4,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,16,2,1,6,Chennai,Mumbai Indians
3,2.3,0,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,16,2,1,6,Chennai,Mumbai Indians
2,2.2,0,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,16,2,1,6,Chennai,Mumbai Indians
1,2.1,1,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,15,2,1,7,Chennai,Mumbai Indians
6,1.6,0,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,15,2,1,7,Chennai,Mumbai Indians
5,1.5,0,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,15,2,1,7,Chennai,Mumbai Indians
4,1.4,4,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,8,2,1,11,Chennai,Mumbai Indians
4,1.4,3,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,8,2,1,14,Chennai,Mumbai Indians
3,1.3,0,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,8,2,1,14,Chennai,Mumbai Indians
2,1.2,0,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,8,2,1,14,Chennai,Mumbai Indians
1,1.1,0,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,8,2,1,14,Chennai,Mumbai Indians
6,0.6,4,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,4,2,1,18,Chennai,Mumbai Indians
5,0.5,0,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,4,2,1,18,Chennai,Mumbai Indians
4,0.4,0,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,4,2,1,18,Chennai,Mumbai Indians
3,0.3,0,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,4,2,1,18,Chennai,Mumbai Indians
2,0.2,0,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,1,0,4,2,1,18,Chennai,Mumbai Indians
1,0.1,4,2,Rohit Sharma,Quinton de Kock,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,0,0,2,1,22,Chennai,Mumbai Indians
1,8.1,1,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,34,2,1,23,Chennai,Mumbai Indians
6,7.6,0,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,39,2,1,23,Chennai,Mumbai Indians
5,7.5,1,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,38,2,1,24,Chennai,Mumbai Indians
4,7.4,1,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,37,2,1,25,Chennai,Mumbai Indians
3,7.3,2,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,35,2,1,27,Chennai,Mumbai Indians
2,7.2,1,2,Suryakumar Yadav,Ishan Kishan,Deepak Chahar,Mumbai Indians,Chennai Super Kings,No,1181764,132,0,1,34,2,1,28,Chennai,Mumbai Indians
